Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
218,2021,T.J. Carrie (FA),20,2,0,1,0,0,1,0,9,37.1,4.1,0.0%
141,2020,T.J. Carrie (FA),21,6,0,8,2,0,1,1,15,76.7,5.1,0.0%
90,2019,T.J. Carrie (FA),40,12,1,4,1,1,1,0,16,102.3,6.4,0.0%
37,2018,T.J. Carrie (FA),57,16,1,8,1,2,1,0,16,138.2,8.6,0.0%
23,2017,T.J. Carrie (FA),70,14,0,9,0,0,2,0,16,144.8,9.1,0.0%
203,2016,T.J. Carrie (FA),19,3,0,4,1,0,1,0,16,45.8,2.9,0.0%
123,2015,T.J. Carrie (FA),42,10,0,9,1,1,0,0,15,93.4,6.2,0.0%
110,2014,T.J. Carrie (FA),37,7,0,9,1,1,1,0,13,92.4,7.1,0.0%
