Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
104,2015,Charles Tillman (FA),36,19,0,7,2,2,1,0,12,100.9,8.4,0.1%
265,2014,Charles Tillman (FA),8,0,0,1,0,0,0,0,2,13.5,6.8,0.1%
115,2013,Charles Tillman (FA),33,9,0,6,3,3,0,0,8,97.4,12.2,0.1%
1,2012,Charles Tillman (FA),75,12,0,16,3,10,2,3,16,229.3,14.3,0.1%
1,2011,Charles Tillman (FA),83,17,1,12,3,4,2,2,16,223.2,14.0,0.1%
13,2010,Charles Tillman (FA),71,11,0,14,5,3,2,0,16,183.5,11.5,0.1%
14,2009,Charles Tillman (FA),66,13,0,7,2,6,1,1,15,171.1,11.4,0.1%
4,2008,Charles Tillman (FA),81,12,0,17,3,4,0,1,15,195.8,13.1,0.1%
8,2007,Charles Tillman (FA),67,9,0,13,3,4,0,0,15,158.0,10.5,0.1%
13,2006,Charles Tillman (FA),69,12,0,14,5,1,1,1,14,172.7,12.3,0.1%
2,2005,Charles Tillman (FA),85,11,1,16,5,4,0,1,15,211.2,14.1,0.1%
131,2004,Charles Tillman (FA),32,7,0,5,0,1,0,0,8,67.4,8.4,0.1%
21,2003,Charles Tillman (FA),74,7,1,12,4,1,0,0,16,167.4,10.5,0.1%
