Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
191,2021,A.J. Bouye (FA),23,5,0,3,0,1,0,0,12,51.9,4.3,0.1%
211,2020,A.J. Bouye (FA),21,2,0,6,0,0,0,0,7,42.1,6.0,0.1%
78,2019,A.J. Bouye (FA),50,15,0,8,1,0,0,0,14,106.1,7.6,0.1%
112,2018,A.J. Bouye (FA),46,8,0,8,1,0,0,0,13,92.3,7.1,0.1%
36,2017,A.J. Bouye (FA),53,3,0,18,6,0,0,0,16,138.9,8.7,0.1%
60,2016,A.J. Bouye (FA),48,14,1,16,1,0,0,0,15,120.9,8.1,0.1%
198,2015,A.J. Bouye (FA),14,0,0,6,2,0,0,0,15,40.0,2.7,0.1%
59,2014,A.J. Bouye (FA),47,7,0,10,3,1,1,1,14,122.5,8.8,0.1%
356,2013,A.J. Bouye (FA),0,0,0,0,0,0,0,0,6,0.0,0.0,0.1%
