Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
39,2021,Kendall Fuller (WAS),64,13,1,16,1,0,0,0,16,144.1,9.0,9.3%
88,2020,Kendall Fuller (WAS),38,12,0,11,4,0,0,0,14,105.3,7.5,9.3%
142,2019,Kendall Fuller (WAS),34,15,1,2,0,0,0,0,11,77.1,7.0,9.3%
30,2018,Kendall Fuller (WAS),64,18,0,12,2,1,0,0,15,144.4,9.6,9.3%
80,2017,Kendall Fuller (WAS),42,12,0,10,4,1,0,0,16,116.2,7.3,9.3%
179,2016,Kendall Fuller (WAS),32,8,0,2,0,0,0,0,13,57.3,4.4,9.3%
