Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
31,2021,L'Jarius Sneed (KC),57,19,1,8,2,1,1,0,15,151.6,10.1,16.3%
112,2020,L'Jarius Sneed (KC),31,10,2,7,3,0,0,0,9,92.7,10.3,16.3%
