Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
44,2021,Byron Murphy Jr. (ARI),49,15,0.5,12,4,1,1,1,16,139.1,8.7,6.1%
94,2020,Byron Murphy Jr. (ARI),40,11,2,8,0,0,2,0,15,104.0,6.9,6.1%
35,2019,Byron Murphy Jr. (ARI),66,12,0,10,1,0,0,0,16,135.8,8.5,6.1%
