Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
231,2021,Jimmy Smith (FA),15,3,0,3,0,0,0,0,8,31.9,4.0,0.0%
198,2020,Jimmy Smith (FA),23,4,1,1,0,0,0,0,11,48.0,4.4,0.0%
172,2019,Jimmy Smith (FA),28,2,1,6,1,0,0,0,9,64.1,7.1,0.0%
125,2018,Jimmy Smith (FA),34,11,0,9,2,0,0,0,12,85.6,7.1,0.0%
124,2017,Jimmy Smith (FA),26,2,0,9,3,0,1,2,12,87.6,7.3,0.0%
191,2016,Jimmy Smith (FA),29,3,0,4,0,0,0,0,11,51.8,4.7,0.0%
65,2015,Jimmy Smith (FA),48,6,1,10,3,0,0,1,16,116.8,7.3,0.0%
177,2014,Jimmy Smith (FA),22,6,0,6,1,0,0,0,8,51.6,6.5,0.0%
73,2013,Jimmy Smith (FA),49,9,0,15,2,2,0,0,16,123.7,7.7,0.0%
169,2012,Jimmy Smith (FA),27,4,0,3,0,0,0,0,11,50.6,4.6,0.0%
181,2011,Jimmy Smith (FA),18,0,0,8,2,0,0,0,12,49.0,4.1,0.0%
