Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
165,2021,Joe Haden (FA),26,12,0,6,0,1,1,0,12,65.3,5.4,0.6%
75,2020,Joe Haden (FA),44,8,0,12,2,0,0,1,14,111.3,8.0,0.6%
17,2019,Joe Haden (FA),59,6,0,17,5,1,1,0,16,159.2,10.0,0.6%
59,2018,Joe Haden (FA),51,12,0,12,2,1,0,0,15,122.7,8.2,0.6%
191,2017,Joe Haden (FA),18,2,1,7,1,0,0,0,11,50.5,4.6,0.6%
109,2016,Joe Haden (FA),37,11,0,11,3,0,0,0,13,95.4,7.3,0.6%
207,2015,Joe Haden (FA),18,4,0,2,0,0,1,0,5,37.0,7.4,0.6%
18,2014,Joe Haden (FA),58,15,0,20,3,1,2,0,15,158.1,10.5,0.6%
60,2013,Joe Haden (FA),43,11,0,20,4,0,0,1,15,129.0,8.6,0.6%
93,2012,Joe Haden (FA),40,11,0,11,3,1,0,0,11,104.1,9.5,0.6%
47,2011,Joe Haden (FA),53,12,1,19,0,1,1,0,15,134.3,9.0,0.6%
51,2010,Joe Haden (FA),49,7,1,18,6,1,0,0,16,144.1,9.0,0.6%
