Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
88,2013,Quintin Mikell (FA),40,18,3,6,0,2,1,0,14,111.7,8.0,0.0%
21,2012,Quintin Mikell (FA),75,18,3,2,0,4,0,0,16,164.7,10.3,0.0%
11,2011,Quintin Mikell (FA),75,16,1,5,2,5,1,0,16,177.8,11.1,0.0%
7,2010,Quintin Mikell (FA),77,11,1,15,3,1,3,1,15,199.9,13.3,0.0%
28,2009,Quintin Mikell (FA),66,20,0,14,2,0,2,0,16,158.3,9.9,0.0%
18,2008,Quintin Mikell (FA),62,24,2,9,3,2,0,0,16,160.9,10.1,0.0%
34,2007,Quintin Mikell (FA),49,20,1,5,1,1,1,0,14,113.3,8.1,0.0%
190,2006,Quintin Mikell (FA),13,4,0,1,0,0,0,0,16,24.0,1.5,0.0%
209,2005,Quintin Mikell (FA),8,1,0,3,0,0,0,0,16,17.3,1.1,0.0%
199,2004,Quintin Mikell (FA),6,0,0,1,1,0,1,0,14,22.0,1.6,0.0%
245,2003,Quintin Mikell (FA),2,0,0,0,0,0,0,0,10,3.0,0.3,0.0%
