Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
59,2021,Kareem Jackson (DEN),62,26,1,2,1,0,0,0,15,127.4,8.5,1.8%
38,2020,Kareem Jackson (DEN),67,22,0,4,1,0,2,0,16,138.8,8.7,1.8%
38,2019,Kareem Jackson (DEN),48,23,0,10,2,1,0,1,13,134.7,10.4,1.8%
8,2018,Kareem Jackson (DEN),70,17,1,17,2,2,1,0,16,181.9,11.4,1.8%
55,2017,Kareem Jackson (DEN),51,18,1,10,1,1,0,0,16,128.5,8.0,1.8%
83,2016,Kareem Jackson (DEN),51,11,0,4,1,0,0,1,14,109.6,7.8,1.8%
62,2015,Kareem Jackson (DEN),52,6,0,6,2,1,1,1,12,118.2,9.9,1.8%
69,2014,Kareem Jackson (DEN),48,9,0,9,3,0,0,0,13,117.4,9.0,1.8%
111,2013,Kareem Jackson (DEN),51,5,0,9,0,0,1,0,14,100.5,7.2,1.8%
57,2012,Kareem Jackson (DEN),47,6,0,17,4,0,0,1,16,129.2,8.1,1.8%
128,2011,Kareem Jackson (DEN),35,5,0,6,1,1,0,0,15,79.5,5.3,1.8%
68,2010,Kareem Jackson (DEN),57,13,0,10,2,0,0,0,16,123.0,7.7,1.8%
