Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
168,2013,Asante Samuel (FA),29,1,0,4,1,1,0,0,11,59.3,5.4,0.0%
87,2012,Asante Samuel (FA),34,2,0,17,5,0,0,1,15,109.1,7.3,0.0%
114,2011,Asante Samuel (FA),30,4,0,10,3,1,1,1,14,92.2,6.6,0.0%
121,2010,Asante Samuel (FA),22,4,0,14,7,0,1,0,11,96.1,8.7,0.0%
51,2009,Asante Samuel (FA),39,1,0,16,9,1,1,0,16,138.8,8.7,0.0%
63,2008,Asante Samuel (FA),32,4,0,24,4,0,0,1,15,113.1,7.5,0.0%
19,2007,Asante Samuel (FA),43,3,0,18,6,0,0,1,16,129.8,8.1,0.0%
9,2006,Asante Samuel (FA),59,5,0,24,10,1,0,0,15,182.5,12.2,0.0%
69,2005,Asante Samuel (FA),44,10,0,16,3,0,0,0,15,112.8,7.5,0.0%
93,2004,Asante Samuel (FA),37,2,0,12,1,3,0,1,12,103.1,8.6,0.0%
125,2003,Asante Samuel (FA),27,5,0,9,2,0,0,1,16,74.0,4.6,0.0%
