Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
224,2012,Chris Hope (FA),10,6,0,0,0,0,1,0,16,23.6,1.5,0.0%
176,2011,Chris Hope (FA),23,2,0,1,1,0,2,0,10,50.6,5.1,0.0%
15,2010,Chris Hope (FA),87,14,1,5,1,1,1,0,16,180.9,11.3,0.0%
30,2009,Chris Hope (FA),66,14,2,7,3,1,0,0,16,154.7,9.7,0.0%
27,2008,Chris Hope (FA),63,15,1,8,4,0,0,0,16,149.4,9.3,0.0%
52,2007,Chris Hope (FA),37,12,0,3,2,0,1,0,11,83.4,7.6,0.0%
1,2006,Chris Hope (FA),89,32,0,15,5,0,1,1,16,215.3,13.5,0.0%
19,2005,Chris Hope (FA),70,27,0,5,3,1,1,0,16,158.6,9.9,0.0%
64,2004,Chris Hope (FA),59,31,0,5,1,1,0,0,16,128.7,8.0,0.0%
195,2003,Chris Hope (FA),11,2,0,1,0,0,0,0,11,19.6,1.8,0.0%
191,2002,Chris Hope (FA),12,0,0,0,0,0,1,0,10,22.0,2.2,0.0%
