Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
287,2009,Chris McAlister (FA),4,0,0,0,0,1,1,0,2,0.0,0.0,0.0%
274,2008,Chris McAlister (FA),6,1,0,3,1,0,0,0,2,0.0,0.0,0.0%
254,2007,Chris McAlister (FA),12,2,0,7,1,0,0,0,6,0.0,0.0,0.0%
264,2006,Chris McAlister (FA),43,4,0,22,6,0,2,2,16,0.0,0.0,0.0%
276,2005,Chris McAlister (FA),47,2,0,14,1,1,0,0,14,0.0,0.0,0.0%
268,2004,Chris McAlister (FA),38,4,0,9,1,0,1,1,13,0.0,0.0,0.0%
279,2003,Chris McAlister (FA),33,10,0,14,3,0,0,1,15,0.0,0.0,0.0%
274,2002,Chris McAlister (FA),48,5,0,18,1,0,0,0,13,0.0,0.0,0.0%
