Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
238,2014,Ike Taylor (FA),11,5,0,2,0,0,0,0,5,23.4,4.7,0.0%
95,2013,Ike Taylor (FA),52,11,0,12,0,0,0,0,16,106.9,6.7,0.0%
139,2012,Ike Taylor (FA),25,7,0,13,1,0,0,0,12,69.9,5.8,0.0%
117,2011,Ike Taylor (FA),33,9,0,14,2,0,0,0,16,90.0,5.6,0.0%
82,2010,Ike Taylor (FA),46,13,1,11,2,1,0,0,16,116.0,7.3,0.0%
76,2009,Ike Taylor (FA),52,8,1,13,1,0,1,0,16,119.3,7.5,0.0%
66,2008,Ike Taylor (FA),47,15,0,15,1,0,0,0,16,109.5,6.8,0.0%
3,2007,Ike Taylor (FA),69,10,1,16,3,1,1,1,16,168.4,10.5,0.0%
75,2006,Ike Taylor (FA),55,8,0,12,2,0,0,0,16,116.7,7.3,0.0%
21,2005,Ike Taylor (FA),69,15,0,20,1,0,2,0,16,158.2,9.9,0.0%
194,2004,Ike Taylor (FA),8,3,0,4,1,0,0,0,13,25.3,1.9,0.0%
183,2003,Ike Taylor (FA),15,2,0,2,0,0,0,0,15,27.1,1.8,0.0%
