Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
383,2021,Xavier Crawford (SEA),9,2,0,0,0,0,0,0,7,0.0,0.0,0.0%
392,2020,Xavier Crawford (SEA),2,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
364,2019,Xavier Crawford (SEA),0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%
