Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
167,2014,Carlos Rogers (FA),26,9,0,1,0,1,0,0,7,59.0,8.4,0.0%
134,2013,Carlos Rogers (FA),39,8,0,8,2,0,0,0,16,86.7,5.4,0.0%
68,2012,Carlos Rogers (FA),50,6,1,6,1,0,3,1,16,120.7,7.5,0.0%
50,2011,Carlos Rogers (FA),40,3,0,18,6,0,0,1,16,130.4,8.2,0.0%
100,2010,Carlos Rogers (FA),43,11,0,12,2,1,0,0,12,104.9,8.7,0.0%
131,2009,Carlos Rogers (FA),36,3,0,12,0,0,1,0,16,80.9,5.1,0.0%
40,2008,Carlos Rogers (FA),49,7,0,24,2,0,1,0,16,131.5,8.2,0.0%
119,2007,Carlos Rogers (FA),15,5,0,7,1,0,0,1,7,47.9,6.8,0.0%
38,2006,Carlos Rogers (FA),66,12,0,17,1,1,0,0,15,142.8,9.5,0.0%
102,2005,Carlos Rogers (FA),39,4,0,4,2,2,0,0,12,85.7,7.1,0.0%
