Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
220,2019,Reshad Jones (FA),17,10,0,1,0,0,0,0,4,37.2,9.3,0.0%
33,2018,Reshad Jones (FA),57,15,0,9,3,0,0,1,14,141.6,10.1,0.0%
1,2017,Reshad Jones (FA),94,28,1.5,5,2,0,3,2,16,225.0,14.1,0.0%
132,2016,Reshad Jones (FA),31,20,0.5,4,1,0,0,0,6,84.7,14.1,0.0%
1,2015,Reshad Jones (FA),106,29,2,10,5,0,1,2,16,267.9,16.7,0.0%
22,2014,Reshad Jones (FA),70,9,1,7,3,1,0,0,12,157.9,13.2,0.0%
12,2013,Reshad Jones (FA),84,23,1.5,4,1,0,0,1,16,174.2,10.9,0.0%
8,2012,Reshad Jones (FA),73,21,1,9,4,2,2,0,16,189.0,11.8,0.0%
82,2011,Reshad Jones (FA),45,17,2,4,1,0,0,0,15,106.9,7.1,0.0%
181,2010,Reshad Jones (FA),11,3,1,2,1,0,1,0,13,39.8,3.1,0.0%
