Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
406,2020,Johnathan Cyprien (FA),0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
333,2019,Johnathan Cyprien (FA),2,1,0,0,0,0,0,0,5,3.8,0.8,0.0%
133,2017,Johnathan Cyprien (FA),38,19,1,1,0,0,0,0,10,82.1,8.2,0.0%
2,2016,Johnathan Cyprien (FA),96,30,1,4,0,1,1,0,16,192.2,12.0,0.0%
19,2015,Johnathan Cyprien (FA),77,30,0,2,1,1,1,0,14,156.7,11.2,0.0%
17,2014,Johnathan Cyprien (FA),77,34,0,3,0,0,0,0,15,158.3,10.6,0.0%
19,2013,Johnathan Cyprien (FA),81,17,1,6,1,2,0,0,15,163.0,10.9,0.0%
