Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
161,2012,Marcus Trufant (FA),24,10,0,2,0,1,1,0,12,54.8,4.6,0.0%
190,2011,Marcus Trufant (FA),20,3,0,3,1,0,0,0,4,44.3,11.1,0.0%
48,2010,Marcus Trufant (FA),65,15,0,8,1,1,2,1,16,146.6,9.2,0.0%
121,2009,Marcus Trufant (FA),43,6,0,6,2,0,0,0,10,88.3,8.8,0.0%
45,2008,Marcus Trufant (FA),60,4,0,13,1,0,2,0,16,125.7,7.9,0.0%
1,2007,Marcus Trufant (FA),78,7,0,15,7,0,0,1,16,185.9,11.6,0.0%
61,2006,Marcus Trufant (FA),60,8,0,11,1,2,0,0,15,125.7,8.4,0.0%
60,2005,Marcus Trufant (FA),55,9,1,14,1,1,0,0,15,123.5,8.2,0.0%
7,2004,Marcus Trufant (FA),83,10,1,20,5,0,0,0,16,201.3,12.6,0.0%
27,2003,Marcus Trufant (FA),69,9,0,20,2,0,1,0,16,161.9,10.1,0.0%
