Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
402,2019,Reggie Nelson (FA),0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
192,2018,Reggie Nelson (FA),22,4,0,2,2,0,0,0,11,49.1,4.5,0.0%
44,2017,Reggie Nelson (FA),60,29,0,5,1,2,0,0,16,135.2,8.5,0.0%
33,2016,Reggie Nelson (FA),50,15,0,12,5,0,2,0,16,137.5,8.6,0.0%
14,2015,Reggie Nelson (FA),50,22,0,14,8,0,2,0,16,165.8,10.4,0.0%
11,2014,Reggie Nelson (FA),60,32,1.5,13,4,0,0,0,16,172.3,10.8,0.0%
70,2013,Reggie Nelson (FA),44,15,1,7,2,1,2,0,15,124.1,8.3,0.0%
27,2012,Reggie Nelson (FA),54,29,1,9,3,2,0,0,14,158.6,11.3,0.0%
13,2011,Reggie Nelson (FA),57,25,2,12,4,2,0,1,16,174.6,10.9,0.0%
131,2010,Reggie Nelson (FA),31,18,0,7,2,2,0,0,16,88.7,5.5,0.0%
88,2009,Reggie Nelson (FA),63,6,0,5,0,0,1,0,16,113.3,7.1,0.0%
95,2008,Reggie Nelson (FA),46,6,0,4,2,0,0,0,13,89.6,6.9,0.0%
18,2007,Reggie Nelson (FA),52,5,1,11,5,1,0,0,16,131.4,8.2,0.0%
