Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
317,2019,Kurt Coleman (FA),2,0,0,0,0,0,0,0,14,5.5,0.4,0.0%
200,2018,Kurt Coleman (FA),21,9,0,0,0,1,0,0,16,44.9,2.8,0.0%
95,2017,Kurt Coleman (FA),51,25,0,3,0,0,1,0,12,109.0,9.1,0.0%
7,2016,Kurt Coleman (FA),65,29,1,7,4,1,0,1,15,166.6,11.1,0.0%
7,2015,Kurt Coleman (FA),53,35,1,9,7,0,0,1,15,177.2,11.8,0.0%
143,2014,Kurt Coleman (FA),27,3,0,6,3,1,1,0,15,74.9,5.0,0.0%
256,2013,Kurt Coleman (FA),7,1,0,0,0,0,0,0,15,11.3,0.8,0.0%
42,2012,Kurt Coleman (FA),67,22,0,4,2,1,0,0,14,144.8,10.3,0.0%
51,2011,Kurt Coleman (FA),54,20,0,5,4,1,0,0,15,130.3,8.7,0.0%
169,2010,Kurt Coleman (FA),22,4,0,2,1,0,0,0,15,49.2,3.3,0.0%
