Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
229,2021,Sharrod Neasman (FA),11,2,0,3,1,0,0,0,7,32.5,4.6,0.1%
225,2020,Sharrod Neasman (FA),15,5,1,0,0,0,0,0,16,35.3,2.2,0.1%
329,2019,Sharrod Neasman (FA),0,0,0,0,0,0,1,0,15,4.0,0.3,0.1%
163,2018,Sharrod Neasman (FA),29,13,0,4,0,0,0,0,12,64.5,5.4,0.1%
332,2017,Sharrod Neasman (FA),1,0,0,0,0,0,0,0,11,1.5,0.1,0.1%
313,2016,Sharrod Neasman (FA),2,1,0,0,0,0,0,0,3,3.8,1.3,0.1%
