Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
338,2012,Sheldon Brown (FA),53,7,1,12,3,1,2,1,14,0.0,0.0,0.0%
357,2011,Sheldon Brown (FA),38,10,0,12,2,1,1,0,16,0.0,0.0,0.0%
350,2010,Sheldon Brown (FA),51,12,0,10,2,0,0,0,15,0.0,0.0,0.0%
334,2009,Sheldon Brown (FA),43,8,0,17,5,1,1,2,16,0.0,0.0,0.0%
325,2008,Sheldon Brown (FA),29,9,1,12,1,0,0,0,12,0.0,0.0,0.0%
316,2007,Sheldon Brown (FA),33,2,0,9,2,0,0,0,8,0.0,0.0,0.0%
330,2006,Sheldon Brown (FA),37,15,0,11,1,0,0,1,16,0.0,0.0,0.0%
343,2005,Sheldon Brown (FA),48,9,1,27,4,1,1,2,16,0.0,0.0,0.0%
328,2004,Sheldon Brown (FA),66,23,3,16,2,1,0,0,16,0.0,0.0,0.0%
324,2003,Sheldon Brown (FA),37,6,1,11,1,1,0,0,16,0.0,0.0,0.0%
323,2002,Sheldon Brown (FA),8,4,1,4,2,0,0,0,10,0.0,0.0,0.0%
