Rank,year,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST
360,2016,Dashon Goldson (FA),0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
15,2015,Dashon Goldson (FA),69,39,0,3,1,1,2,1,15,163.0,10.9,0.0%
79,2014,Dashon Goldson (FA),62,18,0,1,0,0,1,0,14,112.4,8.0,0.0%
74,2013,Dashon Goldson (FA),53,18,0,8,1,1,1,0,13,120.7,9.3,0.0%
51,2012,Dashon Goldson (FA),52,14,0,12,3,1,2,0,16,136.5,8.5,0.0%
39,2011,Dashon Goldson (FA),52,12,0,9,6,1,1,0,14,141.3,10.1,0.0%
57,2010,Dashon Goldson (FA),60,18,1,6,1,0,0,1,16,132.8,8.3,0.0%
8,2009,Dashon Goldson (FA),76,18,2,6,4,3,1,0,16,183.3,11.5,0.0%
185,2008,Dashon Goldson (FA),15,2,0,1,0,0,0,0,9,25.6,2.8,0.0%
176,2007,Dashon Goldson (FA),9,1,0,2,0,0,0,0,10,17.3,1.7,0.0%
