Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
66,2005,Terry Jones (FA),9,2,76,8.4,21,0,0,0,0,0,0,6,7.6,1.3,0.0%
50,2004,Terry Jones (FA),20,29,152,7.6,19,0,1,0,0,0,0,13,21.2,1.6,0.0%
31,2003,Terry Jones (FA),19,25,159,8.4,25,0,3,0,0,0,0,15,33.9,2.3,0.0%
50,2002,Terry Jones (FA),11,21,106,9.6,27,0,1,0,0,0,0,10,16.6,1.7,0.0%
