Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
73,2011,John Gilmore (FA),3,6,20,6.7,9,0,1,0,0,0,0,7,8.0,1.1,0.0%
52,2010,John Gilmore (FA),13,18,160,12.3,30,0,1,0,0,0,0,9,22.0,2.4,0.0%
87,2009,John Gilmore (FA),3,7,23,7.7,9,0,0,0,0,0,0,7,2.3,0.3,0.0%
58,2008,John Gilmore (FA),11,5,94,8.5,16,0,0,0,0,0,0,7,9.4,1.3,0.0%
89,2007,John Gilmore (FA),1,0,7,7.0,7,0,0,0,0,0,0,5,0.7,0.1,0.0%
57,2006,John Gilmore (FA),6,0,38,6.3,18,0,2,0,0,0,0,6,15.8,2.6,0.0%
69,2005,John Gilmore (FA),1,0,1,1.0,1,0,1,0,0,0,0,7,6.1,0.9,0.0%
101,2004,John Gilmore (FA),1,1,11,11.0,11,0,0,0,0,0,0,9,1.1,0.1,0.0%
104,2003,John Gilmore (FA),0,1,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%
56,2002,John Gilmore (FA),10,14,130,13.0,30,0,0,0,0,0,0,5,13.0,2.6,0.0%
