Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
110,2015,Alex Smith (FA),0,2,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
107,2014,Alex Smith (FA),0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
80,2013,Alex Smith (FA),3,6,12,4.0,7,0,1,0,0,0,0,16,7.2,0.5,0.0%
84,2012,Alex Smith (FA),13,18,47,3.6,17,0,0,0,0,0,0,12,4.7,0.4,0.0%
49,2011,Alex Smith (FA),14,25,131,9.4,20,0,1,0,0,0,0,14,19.1,1.4,0.0%
103,2010,Alex Smith (FA),1,1,6,6.0,6,0,0,0,0,0,0,3,0.6,0.2,0.0%
86,2009,Alex Smith (FA),3,8,25,8.3,11,0,0,0,0,0,0,16,2.5,0.2,0.0%
27,2008,Alex Smith (FA),21,9,250,11.9,34,0,3,0,0,0,0,14,45.0,3.2,0.0%
13,2007,Alex Smith (FA),32,5,385,12.0,33,0,3,0,0,0,0,14,56.5,4.0,0.0%
26,2006,Alex Smith (FA),35,0,250,7.1,27,0,3,0,0,0,0,14,43.0,3.1,0.0%
23,2005,Alex Smith (FA),41,12,367,9.0,24,0,2,0,0,0,0,16,48.7,3.0,0.0%
