Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
31,2013,Dallas Clark (FA),31,52,343,11.1,45,4,3,0,0,0,0,12,52.3,4.4,0.0%
26,2012,Dallas Clark (FA),47,75,435,9.3,33,4,4,0,0,0,0,16,67.5,4.2,0.0%
34,2011,Dallas Clark (FA),34,65,352,10.4,21,0,2,0,0,0,1,11,45.2,4.1,0.0%
30,2010,Dallas Clark (FA),37,53,347,9.4,50,0,3,0,0,0,0,6,52.7,8.8,0.0%
2,2009,Dallas Clark (FA),100,133,"1,106",11.1,80,0,10,2,11,0,0,16,171.7,10.7,0.0%
3,2008,Dallas Clark (FA),77,0,848,11.0,33,0,6,0,0,0,0,15,120.8,8.1,0.0%
5,2007,Dallas Clark (FA),58,0,616,10.6,39,0,11,2,29,0,0,15,130.5,8.7,0.0%
16,2006,Dallas Clark (FA),30,0,367,12.2,40,0,4,0,0,0,0,12,60.7,5.1,0.0%
15,2005,Dallas Clark (FA),37,0,488,13.2,56,0,4,0,0,0,0,14,72.8,5.2,0.0%
12,2004,Dallas Clark (FA),25,39,423,16.9,80,0,5,0,0,0,1,14,70.3,5.0,0.0%
26,2003,Dallas Clark (FA),29,42,340,11.7,42,0,1,0,0,0,0,10,40.0,4.0,0.0%
