Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
210,2021,Clark Harris (CIN),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
143,2020,Clark Harris (CIN),0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
136,2019,Clark Harris (CIN),0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
123,2018,Clark Harris (CIN),0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
114,2017,Clark Harris (CIN),0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
120,2016,Clark Harris (CIN),0,0,0,0,0,0,0,0,0,0,0,13,0.0,0.0,0.0%
123,2015,Clark Harris (CIN),0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
128,2014,Clark Harris (CIN),0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
127,2013,Clark Harris (CIN),0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
114,2012,Clark Harris (CIN),0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
122,2011,Clark Harris (CIN),0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
115,2010,Clark Harris (CIN),0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
106,2009,Clark Harris (CIN),0,0,0,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0%
107,2008,Clark Harris (CIN),0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
