Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
115,2021,Nick Boyle (BAL),1,2,2,2.0,2,0,0,0,0,0,0,2,0.2,0.1,0.1%
58,2020,Nick Boyle (BAL),14,17,113,8.1,21,1,2,0,0,0,0,9,23.3,2.6,0.1%
38,2019,Nick Boyle (BAL),31,43,321,10.4,35,5,2,0,0,0,0,16,44.1,2.8,0.1%
59,2018,Nick Boyle (BAL),23,37,213,9.3,25,1,0,0,0,0,0,16,21.3,1.3,0.1%
55,2017,Nick Boyle (BAL),28,37,203,7.3,16,0,0,0,0,0,0,15,22.3,1.5,0.1%
89,2016,Nick Boyle (BAL),6,6,44,7.3,20,1,0,0,0,0,0,6,4.4,0.7,0.1%
60,2015,Nick Boyle (BAL),18,23,153,8.5,25,1,0,0,0,0,0,11,17.3,1.6,0.1%
