Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
59,2017,Brent Celek (FA),13,24,130,10.0,28,1,1,0,0,0,0,16,19.0,1.2,0.0%
61,2016,Brent Celek (FA),14,19,155,11.1,24,2,0,0,0,0,0,16,15.5,1.0,0.0%
27,2015,Brent Celek (FA),27,35,398,14.7,60,6,3,0,0,0,0,16,57.8,3.6,0.0%
35,2014,Brent Celek (FA),32,51,340,10.6,37,6,1,0,0,0,1,16,38.0,2.4,0.0%
15,2013,Brent Celek (FA),32,51,502,15.7,42,13,6,0,0,0,1,16,84.2,5.3,0.0%
21,2012,Brent Celek (FA),57,88,684,12.0,34,10,1,0,0,0,1,15,72.4,4.8,0.0%
10,2011,Brent Celek (FA),62,97,811,13.1,73,0,5,0,0,0,0,16,111.1,6.9,0.0%
19,2010,Brent Celek (FA),42,79,511,12.2,65,0,4,0,0,0,0,16,75.1,4.7,0.0%
4,2009,Brent Celek (FA),76,112,971,12.8,47,0,8,0,0,0,0,16,145.1,9.1,0.0%
29,2008,Brent Celek (FA),27,8,318,11.8,44,0,1,0,0,0,0,16,37.8,2.4,0.0%
31,2007,Brent Celek (FA),16,4,178,11.1,29,0,1,0,0,0,0,16,23.8,1.5,0.0%
