Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
91,2003,Fred Baxter (FA),0,2,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
75,2002,Fred Baxter (FA),5,8,51,10.2,22,0,0,0,0,0,0,5,5.1,1.0,0.0%
