Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
217,2021,Beau Brinkley (ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
148,2020,Beau Brinkley (ATL),0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.2%
164,2019,Beau Brinkley (ATL),0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.2%
140,2018,Beau Brinkley (ATL),0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.2%
139,2017,Beau Brinkley (ATL),0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.2%
137,2016,Beau Brinkley (ATL),0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.2%
138,2015,Beau Brinkley (ATL),0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.2%
138,2014,Beau Brinkley (ATL),0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.2%
137,2013,Beau Brinkley (ATL),0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.2%
133,2012,Beau Brinkley (ATL),0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.2%
