Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
75,2020,Virgil Green (FA),3,6,50,16.7,26,1,1,0,0,0,0,6,11.0,1.8,0.0%
71,2019,Virgil Green (FA),9,13,78,8.7,15,0,1,0,0,0,0,15,13.8,0.9,0.0%
49,2018,Virgil Green (FA),19,27,210,11.1,26,5,1,0,0,0,0,16,27.0,1.7,0.0%
50,2017,Virgil Green (FA),14,22,191,13.6,44,3,1,0,0,0,0,16,25.1,1.6,0.0%
43,2016,Virgil Green (FA),22,37,237,10.8,31,2,1,0,0,0,0,12,29.7,2.5,0.0%
50,2015,Virgil Green (FA),12,15,173,14.4,32,3,1,0,0,0,0,16,23.3,1.5,0.0%
63,2014,Virgil Green (FA),6,6,74,12.3,38,1,1,2,3,0,0,13,13.7,1.1,0.0%
89,2013,Virgil Green (FA),9,12,45,5.0,10,0,0,0,0,0,0,16,4.5,0.3,0.0%
77,2012,Virgil Green (FA),5,6,63,12.6,28,1,0,0,0,0,0,12,6.3,0.5,0.0%
96,2011,Virgil Green (FA),3,5,24,8.0,9,0,0,0,0,0,0,15,2.4,0.2,0.0%
