Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
87,2006,Gabriel Reid (FA),4,0,37,9.3,19,0,0,0,0,0,0,3,3.7,1.2,0.0%
88,2005,Gabriel Reid (FA),3,0,20,6.7,10,0,0,0,0,0,0,8,2.0,0.3,0.0%
