Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
45,2017,Martellus Bennett (FA),30,44,286,9.5,33,4,0,0,0,0,0,9,28.6,3.2,23.0%
7,2016,Martellus Bennett (FA),55,73,701,12.7,58,10,7,2,10,0,0,16,113.1,7.1,23.0%
26,2015,Martellus Bennett (FA),53,80,439,8.3,24,5,3,0,0,0,0,11,61.9,5.6,23.0%
5,2014,Martellus Bennett (FA),90,128,916,10.2,37,11,6,0,0,0,0,16,131.6,8.2,23.0%
10,2013,Martellus Bennett (FA),65,94,759,11.7,43,11,5,0,0,0,1,16,103.9,6.5,23.0%
13,2012,Martellus Bennett (FA),55,90,626,11.4,33,7,5,0,0,0,0,16,92.6,5.8,23.0%
57,2011,Martellus Bennett (FA),17,26,144,8.5,15,0,0,0,0,0,0,14,14.4,1.0,23.0%
46,2010,Martellus Bennett (FA),33,47,260,7.9,32,0,0,0,0,0,0,16,26.0,1.6,23.0%
57,2009,Martellus Bennett (FA),15,30,159,10.6,21,0,0,0,0,0,0,14,15.9,1.1,23.0%
22,2008,Martellus Bennett (FA),20,0,283,14.2,37,0,4,0,0,0,0,16,52.3,3.3,23.0%
