Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
5,2021,Rob Gronkowski (FA),55,88,802,14.6,42,20,6,0,0,0,0,12,116.2,9.7,3.5%
8,2020,Rob Gronkowski (FA),45,77,623,13.8,48,16,7,0,0,0,0,16,104.3,6.5,3.5%
139,2019,Rob Gronkowski (FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,3.5%
11,2018,Rob Gronkowski (FA),47,72,682,14.5,42,13,3,0,0,0,1,13,84.2,6.5,3.5%
1,2017,Rob Gronkowski (FA),69,105,"1,084",15.7,53,18,8,0,0,0,0,14,158.4,11.3,3.5%
22,2016,Rob Gronkowski (FA),25,38,540,21.6,53,12,3,0,0,0,0,8,72.0,9.0,3.5%
1,2015,Rob Gronkowski (FA),72,120,"1,176",16.3,76,22,11,0,0,0,0,15,183.6,12.2,3.5%
1,2014,Rob Gronkowski (FA),82,131,"1,124",13.7,46,19,12,0,0,0,0,15,184.4,12.3,3.5%
16,2013,Rob Gronkowski (FA),39,66,592,15.2,50,10,4,0,0,0,0,7,83.2,11.9,3.5%
2,2012,Rob Gronkowski (FA),55,80,790,14.4,41,13,11,0,0,0,1,11,143.0,13.0,3.5%
1,2011,Rob Gronkowski (FA),90,124,"1,327",14.7,52,0,17,1,2,1,0,16,240.9,15.1,3.5%
5,2010,Rob Gronkowski (FA),42,59,546,13.0,28,0,10,0,0,0,1,16,112.6,7.0,3.5%
