Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
38,2021,Hayden Hurst (CIN),26,31,221,8.5,33,2,3,0,0,0,1,12,38.1,3.2,14.4%
11,2020,Hayden Hurst (CIN),56,88,571,10.2,42,8,6,0,0,0,0,16,93.1,5.8,14.4%
34,2019,Hayden Hurst (CIN),30,39,349,11.6,61,7,2,0,0,0,0,16,46.9,2.9,14.4%
57,2018,Hayden Hurst (CIN),13,23,163,12.5,32,4,1,1,0,0,0,12,22.3,1.9,14.4%
