Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
33,2021,Rodrigo Blankenship (IND),11,14,78.6,48,0,3,3,5,0,7,8,5,45.0,9.0,14.6%
6,2020,Rodrigo Blankenship (IND),32,37,86.5,53,0,10,12,9,1,43,45,16,150.0,9.4,14.6%
