Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
139,2013,Brandon Stokley (FA),13,21,115,8.8,18,0,0,0,0,0,0,6,11.5,1.9,0.0%
56,2012,Brandon Stokley (FA),45,59,544,12.1,38,8,5,0,0,0,0,15,84.4,5.6,0.0%
177,2011,Brandon Stokley (FA),1,3,7,7.0,7,0,0,0,0,0,0,2,0.7,0.4,0.0%
100,2010,Brandon Stokley (FA),31,43,354,11.4,36,0,0,0,0,0,0,11,35.4,3.2,0.0%
74,2009,Brandon Stokley (FA),19,33,327,17.2,87,0,4,0,0,0,0,16,56.7,3.5,0.0%
46,2008,Brandon Stokley (FA),49,0,528,10.8,36,0,3,0,0,0,0,15,70.8,4.7,0.0%
26,2007,Brandon Stokley (FA),40,0,635,15.9,58,0,5,1,-6,0,0,13,92.9,7.1,0.0%
113,2006,Brandon Stokley (FA),8,0,85,10.6,23,0,1,0,0,0,0,4,14.5,3.6,0.0%
66,2005,Brandon Stokley (FA),41,0,543,13.2,45,0,1,0,0,0,0,13,60.3,4.6,0.0%
11,2004,Brandon Stokley (FA),68,97,"1,077",15.8,69,0,10,0,0,0,1,16,165.7,10.4,0.0%
91,2003,Brandon Stokley (FA),22,32,211,9.6,37,0,3,0,0,0,0,6,39.1,6.5,0.0%
80,2002,Brandon Stokley (FA),24,52,357,14.9,35,0,2,6,31,0,1,8,48.8,6.1,0.0%
