Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
44,2017,Kevin Hogan (FA),46,75,61.3,517,6.9,4,5,6,10,71,0,0,4,33.8,8.5,0.0%
47,2016,Kevin Hogan (FA),14,26,53.8,104,4.0,0,2,2,8,105,1,0,4,16.7,4.2,0.0%
