Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
110,2021,Brett Rypien (DEN),0,2,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
56,2020,Brett Rypien (DEN),27,40,67.5,295,7.4,2,4,1,5,-5,0,0,3,15.3,5.1,0.0%
