Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
19,2021,Taylor Heinicke (WAS),321,494,65.0,"3,419",6.9,20,15,38,60,313,1,2,16,236.7,14.8,0.1%
60,2020,Taylor Heinicke (WAS),12,19,63.2,137,7.2,1,0,1,3,22,0,0,1,11.7,11.7,0.1%
85,2019,Taylor Heinicke (WAS),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
50,2018,Taylor Heinicke (WAS),35,57,61.4,320,5.6,1,3,2,5,31,0,0,6,13.9,2.3,0.1%
64,2017,Taylor Heinicke (WAS),1,1,100.0,10,10.0,0,0,1,1,2,0,0,1,0.6,0.6,0.1%
