Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
106,2021,Luke Stocker (FA),2,2,12,6.0,7,0,0,0,0,0,0,6,1.2,0.2,0.0%
84,2020,Luke Stocker (FA),7,11,63,9.0,25,1,0,0,0,0,0,16,6.3,0.4,0.0%
92,2019,Luke Stocker (FA),8,14,53,6.6,18,0,0,0,0,0,0,15,5.3,0.4,0.0%
45,2018,Luke Stocker (FA),15,21,165,11.0,31,3,2,1,0,0,0,16,28.5,1.8,0.0%
80,2017,Luke Stocker (FA),4,5,30,7.5,12,0,1,0,0,0,0,12,9.0,0.8,0.0%
97,2016,Luke Stocker (FA),5,8,23,4.6,11,0,0,0,0,0,0,12,2.3,0.2,0.0%
76,2015,Luke Stocker (FA),9,13,61,6.8,14,0,1,0,0,0,0,14,12.1,0.9,0.0%
92,2014,Luke Stocker (FA),7,11,41,5.9,11,0,0,0,0,0,0,13,4.1,0.3,0.0%
129,2013,Luke Stocker (FA),0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
50,2012,Luke Stocker (FA),16,28,165,10.3,33,2,1,0,0,0,0,16,22.5,1.4,0.0%
67,2011,Luke Stocker (FA),12,17,92,7.7,24,0,0,0,0,0,0,14,9.2,0.7,0.0%
