Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
148,2010,Garrett Wolfe (FA),4,8,2.0,7,0,0,0,0,0,0,0,0,10,0.8,0.1,0.0%
87,2009,Garrett Wolfe (FA),22,120,5.5,36,0,1,2,3,12,6.0,0,0,8,19.2,2.4,0.0%
127,2008,Garrett Wolfe (FA),14,31,2.2,10,0,0,0,0,0,0,0,0,8,3.1,0.4,0.0%
136,2007,Garrett Wolfe (FA),5,6,1.2,2,0,0,0,0,0,0,0,0,3,0.6,0.2,0.0%
