Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
111,2017,Lance Dunbar (FA),11,51,4.6,12,0,1,1,3,1,1.0,0,0,4,11.2,2.8,0.0%
92,2016,Lance Dunbar (FA),9,31,3.4,10,0,1,16,24,122,7.6,0,0,13,21.3,1.6,0.0%
87,2015,Lance Dunbar (FA),5,67,13.4,45,1,0,21,23,215,10.2,0,0,4,28.2,7.1,0.0%
85,2014,Lance Dunbar (FA),29,99,3.4,14,0,0,18,22,217,12.1,0,0,16,31.6,2.0,0.0%
95,2013,Lance Dunbar (FA),30,150,5.0,45,1,0,7,7,59,8.4,0,1,9,18.9,2.1,0.0%
119,2012,Lance Dunbar (FA),21,75,3.6,18,0,0,6,12,33,5.5,0,0,12,10.8,0.9,0.0%
