Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
139,2016,Malcolm Johnson (FA),1,2,2.0,2,0,0,5,7,44,8.8,0,1,7,2.6,0.4,0.0%
151,2015,Malcolm Johnson (FA),0,0,0,0,0,0,4,6,15,3.8,0,0,12,1.5,0.1,0.0%
