Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
70,2019,Alex Tanney (FA),1,1,100.0,1,1.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
67,2018,Alex Tanney (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
58,2015,Alex Tanney (FA),10,14,71.4,99,7.1,1,0,3,0,0,0,0,1,8.0,8.0,0.0%
