Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
152,2005,Darius Watts (FA),2,0,22,11.0,12,0,0,0,0,0,0,2,2.2,1.1,0.0%
79,2004,Darius Watts (FA),31,53,385,12.4,28,0,1,5,33,0,0,16,47.8,3.0,0.0%
