Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
153,2005,Damien Anderson (FA),2,7,3.5,6,0,0,0,0,0,0,0,0,2,0.7,0.4,0.0%
166,2004,Damien Anderson (FA),1,2,2.0,2,0,0,0,0,0,0,0,0,1,0.2,0.2,0.0%
113,2003,Damien Anderson (FA),18,68,3.8,17,0,0,6,12,36,6.0,0,0,13,10.4,0.8,0.0%
111,2002,Damien Anderson (FA),24,65,2.7,14,0,0,3,7,36,12.0,0,0,7,10.1,1.4,0.0%
