Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
34,2011,Dave Rayner (FA),10,15,66.7,56,0,0,0,0,0,13,13,8,13.0,1.6,0.0%
36,2010,Dave Rayner (FA),13,16,81.3,55,0,0,0,0,0,16,16,8,16.0,2.0,0.0%
35,2008,Dave Rayner (FA),1,1,100.0,26,0,0,0,0,0,3,3,2,3.0,1.5,0.0%
29,2007,Dave Rayner (FA),10,13,76.9,49,0,0,0,0,0,11,11,7,11.0,1.6,0.0%
22,2006,Dave Rayner (FA),26,35,74.3,54,0,0,0,0,0,31,32,16,31.0,1.9,0.0%
45,2005,Dave Rayner (FA),0,1,0.0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
