Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
103,2015,Nic Jacobs (FA),1,3,6,6.0,6,0,0,0,0,0,0,11,0.6,0.1,0.0%
79,2014,Nic Jacobs (FA),2,3,16,8.0,14,0,1,0,0,0,0,13,7.6,0.6,0.0%
