Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
14,2010,David Garrard (FA),236,366,64.5,"2,734",7.5,23,15,33,66,279,5,4,14,221.4,15.8,0.0%
13,2009,David Garrard (FA),314,516,60.9,"3,597",7.0,15,10,42,77,323,3,8,16,220.3,13.8,0.0%
19,2008,David Garrard (FA),256,418,61.2,"2,837",6.8,13,9,32,55,239,1,1,12,174.8,14.6,0.0%
20,2007,David Garrard (FA),98,148,66.2,"1,141",7.7,6,0,16,30,134,0,0,6,83.1,13.9,0.0%
27,2006,David Garrard (FA),145,241,60.2,"1,735",7.2,10,9,20,47,250,0,0,10,116.6,11.7,0.0%
30,2005,David Garrard (FA),98,168,58.3,"1,117",6.6,4,1,8,31,172,3,0,7,95.8,13.7,0.0%
41,2004,David Garrard (FA),38,72,52.8,374,5.2,2,1,6,12,76,1,0,4,34.6,8.7,0.0%
59,2003,David Garrard (FA),9,12,75.0,86,7.2,1,0,0,0,0,0,0,1,7.4,7.4,0.0%
47,2002,David Garrard (FA),23,46,50.0,231,5.0,1,2,7,25,139,2,1,4,33.1,8.3,0.0%
