Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
64,2021,Garrett Gilbert (FA),20,31,64.5,194,6.3,0,0,2,0,0,0,0,1,7.8,7.8,0.0%
54,2020,Garrett Gilbert (FA),21,38,55.3,243,6.4,1,1,2,3,28,0,0,2,15.5,7.8,0.0%
88,2019,Garrett Gilbert (FA),0,3,0.0,0,0.0,0,0,0,3,-3,0,0,6,-0.3,-0.1,0.0%
59,2018,Garrett Gilbert (FA),2,3,66.7,40,13.3,0,0,1,0,0,0,0,1,1.6,1.6,0.0%
