Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
21,2021,Jason Sanders (MIA),23,31,74.2,51,0,6,7,8,2,34,35,17,115.0,6.8,5.5%
1,2020,Jason Sanders (MIA),36,39,92.3,56,1,8,7,12,8,36,36,16,172.0,10.8,5.5%
17,2019,Jason Sanders (MIA),23,30,76.7,54,0,7,8,5,3,29,30,16,115.1,7.2,5.5%
24,2018,Jason Sanders (MIA),18,20,90.0,50,0,7,3,7,1,35,36,16,98.0,6.1,5.5%
