Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
53,2010,Todd Bouman (FA),18,34,52.9,222,6.5,2,2,1,2,8,0,0,1,13.7,13.7,0.0%
52,2005,Todd Bouman (FA),68,122,55.7,722,5.9,2,7,8,8,15,0,0,5,24.3,4.9,0.0%
58,2003,Todd Bouman (FA),7,13,53.8,81,6.2,1,0,2,3,1,0,1,3,7.4,2.5,0.0%
62,2002,Todd Bouman (FA),3,6,50.0,85,14.2,0,0,2,1,9,0,1,1,2.3,2.3,0.0%
