Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
118,2012,Lawrence Vickers (FA),3,11,3.7,13,0,0,13,15,104,8.0,0,0,16,11.5,0.7,0.0%
138,2011,Lawrence Vickers (FA),1,0,0.0,0,0,0,4,8,29,7.3,0,0,14,2.9,0.2,0.0%
134,2010,Lawrence Vickers (FA),5,11,2.2,3,0,0,4,9,15,3.8,0,0,16,2.6,0.2,0.0%
111,2009,Lawrence Vickers (FA),0,0,0,0,0,0,8,18,27,3.4,1,0,16,8.7,0.5,0.0%
98,2008,Lawrence Vickers (FA),10,31,3.1,10,0,0,10,6,78,7.8,0,0,12,10.9,0.9,0.0%
69,2007,Lawrence Vickers (FA),15,43,2.9,7,0,0,13,1,91,7.0,2,0,16,25.4,1.6,0.0%
120,2006,Lawrence Vickers (FA),3,2,0.7,2,0,0,6,0,60,10.0,0,0,16,6.2,0.4,0.0%
