Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
113,2021,Kevin Rader (TEN),2,3,8,4.0,7,0,0,0,0,0,0,3,0.8,0.3,0.0%
127,2020,Kevin Rader (TEN),0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
