Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
160,2007,Chad Lucas (FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
