Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
147,2005,Jamel White (FA),6,17,2.8,5,0,0,0,0,0,0,0,0,3,1.7,0.6,0.0%
114,2004,Jamel White (FA),27,82,3.0,16,0,0,6,9,21,3.5,0,0,11,10.3,0.9,0.0%
45,2003,Jamel White (FA),70,266,3.8,23,0,1,46,69,303,6.6,1,1,16,66.9,4.2,0.0%
35,2002,Jamel White (FA),106,470,4.4,54,0,3,63,86,452,7.2,0,0,14,110.2,7.9,0.0%
