Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
34,2010,Joe Nedney (FA),11,13,84.6,51,0,0,0,0,0,17,17,9,17.0,1.9,0.0%
16,2009,Joe Nedney (FA),17,21,81.0,51,0,0,0,0,0,33,33,14,33.0,2.4,0.0%
21,2008,Joe Nedney (FA),19,21,90.5,53,0,0,0,0,0,26,26,12,26.0,2.2,0.0%
30,2007,Joe Nedney (FA),11,12,91.7,50,0,0,0,0,0,9,9,8,9.0,1.1,0.0%
24,2006,Joe Nedney (FA),29,35,82.9,51,0,0,0,0,0,29,29,16,29.0,1.8,0.0%
31,2005,Joe Nedney (FA),26,28,92.9,56,0,0,0,0,0,19,19,15,19.0,1.3,0.0%
43,2003,Joe Nedney (FA),1,1,100.0,50,0,0,0,0,0,0,1,1,0.0,0.0,0.0%
13,2002,Joe Nedney (FA),25,31,80.6,53,0,0,0,0,0,36,36,16,36.0,2.3,0.0%
