Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
26,2011,Jeremy Shockey (FA),37,62,455,12.3,29,0,4,0,0,0,1,15,67.5,4.5,0.0%
28,2010,Jeremy Shockey (FA),41,59,408,10.0,31,0,3,0,0,0,0,13,58.8,4.5,0.0%
18,2009,Jeremy Shockey (FA),48,67,569,11.9,66,0,3,0,0,0,0,13,74.9,5.8,0.0%
32,2008,Jeremy Shockey (FA),34,4,332,9.8,25,0,0,0,0,0,0,9,33.2,3.7,0.0%
18,2007,Jeremy Shockey (FA),31,0,358,11.5,27,0,2,1,6,0,0,8,48.4,6.1,0.0%
7,2006,Jeremy Shockey (FA),66,0,623,9.4,25,0,7,0,0,0,0,15,104.3,7.0,0.0%
2,2005,Jeremy Shockey (FA),65,43,891,13.7,59,0,7,0,0,0,0,15,133.1,8.9,0.0%
7,2004,Jeremy Shockey (FA),61,97,666,10.9,38,0,6,0,0,0,0,15,102.6,6.8,0.0%
12,2003,Jeremy Shockey (FA),48,70,535,11.1,46,0,2,0,0,0,1,9,63.5,7.1,0.0%
4,2002,Jeremy Shockey (FA),74,127,894,12.1,30,0,2,0,0,0,2,15,97.4,6.5,0.0%
