Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
67,2020,Kerryon Johnson (FA),52,181,3.5,14,0,2,19,26,187,9.8,1,1,16,52.8,3.3,0.0%
47,2019,Kerryon Johnson (FA),113,403,3.6,20,1,3,10,15,127,12.7,1,1,8,75.0,9.4,0.0%
33,2018,Kerryon Johnson (FA),118,641,5.4,71,10,3,32,39,213,6.7,1,1,10,107.4,10.7,0.0%
