Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
33,2021,Jameis Winston (NO),95,161,59.0,"1,170",7.3,14,3,11,32,166,1,1,7,120.3,17.2,38.3%
70,2020,Jameis Winston (NO),7,11,63.6,75,6.8,0,0,2,8,-6,0,0,4,2.4,0.6,38.3%
3,2019,Jameis Winston (NO),380,626,60.7,"5,109",8.2,33,30,47,59,250,1,5,16,335.2,21.0,38.3%
22,2018,Jameis Winston (NO),244,378,64.6,"2,992",7.9,19,14,27,49,281,1,3,11,195.8,17.8,38.3%
22,2017,Jameis Winston (NO),282,442,63.8,"3,504",7.9,19,11,33,33,135,1,7,13,201.8,15.5,38.3%
16,2016,Jameis Winston (NO),345,567,60.8,"4,090",7.2,28,18,35,53,165,1,6,16,256.2,16.0,38.3%
13,2015,Jameis Winston (NO),312,535,58.3,"4,042",7.6,22,15,27,54,213,6,2,16,275.1,17.2,38.3%
